doc_id,topic,text
d04_036,urban mobility,"Urban mobility insights: bus, traffic, parking, EV charging, commute. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_037,urban mobility,"Urban mobility insights: traffic, bike lanes, EV charging, subway, commute. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_038,urban mobility,"Urban mobility insights: bus, commute, subway, parking, EV charging. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_039,urban mobility,"Urban mobility insights: EV charging, subway, transit, traffic, bike lanes. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_040,urban mobility,"Urban mobility insights: rideshare, bike lanes, EV charging, bus, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_041,urban mobility,"Urban mobility insights: transit, subway, EV charging, parking, bus. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_042,urban mobility,"Urban mobility insights: commute, micromobility, transit, EV charging, bus. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_043,urban mobility,"Urban mobility insights: traffic, bus, bike lanes, rideshare, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_044,urban mobility,"Urban mobility insights: micromobility, transit, rideshare, subway, bus. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_045,urban mobility,"Urban mobility insights: subway, parking, bike lanes, rideshare, micromobility. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_046,urban mobility,"Urban mobility insights: micromobility, bike lanes, subway, bus, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_047,urban mobility,"Urban mobility insights: transit, traffic, micromobility, EV charging, bus. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_048,urban mobility,"Urban mobility insights: subway, bus, bike lanes, traffic, rideshare. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_049,urban mobility,"Urban mobility insights: subway, bus, parking, EV charging, traffic. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_050,urban mobility,"Urban mobility insights: EV charging, subway, micromobility, rideshare, traffic. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_051,urban mobility,"Urban mobility insights: bus, EV charging, micromobility, traffic, bike lanes. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_052,urban mobility,"Urban mobility insights: micromobility, subway, parking, commute, traffic. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_053,urban mobility,"Urban mobility insights: bus, EV charging, commute, transit, subway. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_054,urban mobility,"Urban mobility insights: bus, bike lanes, commute, subway, traffic. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_055,urban mobility,"Urban mobility insights: traffic, EV charging, transit, commute, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_056,urban mobility,"Urban mobility insights: rideshare, parking, subway, bus, traffic. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_057,urban mobility,"Urban mobility insights: subway, micromobility, bus, bike lanes, EV charging. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_058,urban mobility,"Urban mobility insights: EV charging, bus, commute, rideshare, transit. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_059,urban mobility,"Urban mobility insights: commute, micromobility, bus, transit, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_060,urban mobility,"Urban mobility insights: bus, micromobility, commute, transit, bike lanes. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_061,urban mobility,"Urban mobility insights: bike lanes, parking, subway, transit, bus. This document discusses urban mobility with practical examples and plain language for non‑experts."
d04_062,urban mobility,"Urban mobility insights: traffic, transit, commute, micromobility, parking. This document discusses urban mobility with practical examples and plain language for non‑experts."
